log_id,target_file,issue_type,row_key,column,original_value,new_value,notes
DQ-002337,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1358245029|month=2023-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,133,,set to NULL; outside every treatment target-category window
DQ-002338,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1325850802|month=2023-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,111,,set to NULL; outside every treatment target-category window
DQ-002339,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1256419643|month=2023-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,856,,set to NULL; outside every treatment target-category window
DQ-002340,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1721743411|month=2024-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,43,,set to NULL; outside every treatment target-category window
DQ-002341,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1237849298|month=2024-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,68,,set to NULL; outside every treatment target-category window
DQ-002342,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1947954388|month=2025-05|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,71,,set to NULL; outside every treatment target-category window
DQ-002343,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1829206543|month=2025-07|ndc_category=ONC_TARGETED_ORAL,rx_volume,119,,set to NULL; outside every treatment target-category window
DQ-002344,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1361512639|month=2024-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,272,,set to NULL; outside every treatment target-category window
DQ-002345,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1428222503|month=2025-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,22,,set to NULL; outside every treatment target-category window
DQ-002346,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1306006622|month=2025-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,93,,set to NULL; outside every treatment target-category window
DQ-002347,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1877986913|month=2024-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,93,,set to NULL; outside every treatment target-category window
DQ-002348,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1717519684|month=2023-05|ndc_category=ENDO_BASAL_INSULIN,rx_volume,402,,set to NULL; outside every treatment target-category window
DQ-002349,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1752055289|month=2023-11|ndc_category=ONC_TARGETED_ORAL,rx_volume,112,,set to NULL; outside every treatment target-category window
DQ-002350,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1512866082|month=2023-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,78,,set to NULL; outside every treatment target-category window
DQ-002351,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1874547676|month=2025-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,41,,set to NULL; outside every treatment target-category window
DQ-002352,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1299294599|month=2023-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,119,,set to NULL; outside every treatment target-category window
DQ-002353,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1614978876|month=2025-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,60,,set to NULL; outside every treatment target-category window
DQ-002354,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1242598583|month=2024-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,202,,set to NULL; outside every treatment target-category window
DQ-002355,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1901417067|month=2023-05|ndc_category=METABOLIC_GLP1_INJ,rx_volume,130,,set to NULL; outside every treatment target-category window
DQ-002356,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1618352078|month=2022-12|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,140,,set to NULL; outside every treatment target-category window
DQ-002357,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1332821143|month=2024-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,325,,set to NULL; outside every treatment target-category window
DQ-002358,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1131525051|month=2022-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,76,,set to NULL; outside every treatment target-category window
DQ-002359,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1250524505|month=2022-12|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,65,,set to NULL; outside every treatment target-category window
DQ-002360,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1064190048|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,121,,set to NULL; outside every treatment target-category window
DQ-002361,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1152018085|month=2023-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,148,,set to NULL; outside every treatment target-category window
DQ-002362,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1884150503|month=2023-08|ndc_category=CARD_HF_ARNI,rx_volume,399,,set to NULL; outside every treatment target-category window
DQ-002363,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1977228745|month=2024-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,69,,set to NULL; outside every treatment target-category window
DQ-002364,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1832506087|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,541,,set to NULL; outside every treatment target-category window
DQ-002365,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1448589550|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,91,,set to NULL; outside every treatment target-category window
DQ-002366,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1223528765|month=2025-04|ndc_category=ENDO_BASAL_INSULIN,rx_volume,101,,set to NULL; outside every treatment target-category window
DQ-002367,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1719574174|month=2023-07|ndc_category=METABOLIC_GLP1_INJ,rx_volume,80,,set to NULL; outside every treatment target-category window
DQ-002368,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1661525075|month=2023-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,105,,set to NULL; outside every treatment target-category window
DQ-002369,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1666152792|month=2023-10|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,136,,set to NULL; outside every treatment target-category window
DQ-002370,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1510477734|month=2024-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,43,,set to NULL; outside every treatment target-category window
DQ-002371,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1434523506|month=2025-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,92,,set to NULL; outside every treatment target-category window
DQ-002372,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1529873311|month=2023-03|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,156,,set to NULL; outside every treatment target-category window
DQ-002373,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1094274762|month=2023-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,127,,set to NULL; outside every treatment target-category window
DQ-002374,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1501344612|month=2025-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,87,,set to NULL; outside every treatment target-category window
DQ-002375,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1285330571|month=2023-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,124,,set to NULL; outside every treatment target-category window
DQ-002376,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1095874958|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,212,,set to NULL; outside every treatment target-category window
DQ-002377,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1181360912|month=2025-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,95,,set to NULL; outside every treatment target-category window
DQ-002378,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1001999733|month=2023-09|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,80,,set to NULL; outside every treatment target-category window
DQ-002379,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1181360912|month=2025-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,109,,set to NULL; outside every treatment target-category window
DQ-002380,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1475115246|month=2023-10|ndc_category=CARD_HF_ARNI,rx_volume,538,,set to NULL; outside every treatment target-category window
DQ-002381,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1389159553|month=2025-01|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,283,,set to NULL; outside every treatment target-category window
DQ-002382,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1529873311|month=2024-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,55,,set to NULL; outside every treatment target-category window
DQ-002383,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1599978586|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,247,,set to NULL; outside every treatment target-category window
DQ-002384,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1440623548|month=2023-09|ndc_category=CARD_HF_ARNI,rx_volume,135,,set to NULL; outside every treatment target-category window
DQ-002385,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1511742359|month=2024-05|ndc_category=ONC_TARGETED_ORAL,rx_volume,178,,set to NULL; outside every treatment target-category window
DQ-002386,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1497664510|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,47,,set to NULL; outside every treatment target-category window
DQ-002387,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1202777359|month=2023-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,156,,set to NULL; outside every treatment target-category window
DQ-002388,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1841791217|month=2023-02|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,219,,set to NULL; outside every treatment target-category window
DQ-002389,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1189244753|month=2023-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,144,,set to NULL; outside every treatment target-category window
DQ-002390,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1704216484|month=2023-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,72,,set to NULL; outside every treatment target-category window
DQ-002391,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1178533166|month=2024-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,73,,set to NULL; outside every treatment target-category window
DQ-002392,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1944636921|month=2024-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,77,,set to NULL; outside every treatment target-category window
DQ-002393,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1073902250|month=2024-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,206,,set to NULL; outside every treatment target-category window
DQ-002394,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1714021262|month=2025-01|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,703,,set to NULL; outside every treatment target-category window
DQ-002395,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1026926489|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,219,,set to NULL; outside every treatment target-category window
DQ-002396,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1715246280|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,40,,set to NULL; outside every treatment target-category window
DQ-002397,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1706991829|month=2023-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,74,,set to NULL; outside every treatment target-category window
DQ-002398,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1255569448|month=2023-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,73,,set to NULL; outside every treatment target-category window
DQ-002399,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1914644640|month=2022-12|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,252,,set to NULL; outside every treatment target-category window
DQ-002400,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1072999711|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,135,,set to NULL; outside every treatment target-category window
DQ-002401,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1706645516|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,89,,set to NULL; outside every treatment target-category window
DQ-002402,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1429255973|month=2024-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,103,,set to NULL; outside every treatment target-category window
DQ-002403,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1718275724|month=2025-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,21,,set to NULL; outside every treatment target-category window
DQ-002404,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1788668972|month=2023-10|ndc_category=ONC_TARGETED_ORAL,rx_volume,271,,set to NULL; outside every treatment target-category window
DQ-002405,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1815549120|month=2023-10|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,129,,set to NULL; outside every treatment target-category window
DQ-002406,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1362648127|month=2025-10|ndc_category=METABOLIC_GLP1_INJ,rx_volume,38,,set to NULL; outside every treatment target-category window
DQ-002407,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1618352078|month=2024-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,164,,set to NULL; outside every treatment target-category window
DQ-002408,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1721479586|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,197,,set to NULL; outside every treatment target-category window
DQ-002409,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1232787030|month=2023-01|ndc_category=RHEUM_JAK_ORAL,rx_volume,257,,set to NULL; outside every treatment target-category window
DQ-002410,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1916437647|month=2024-08|ndc_category=PULM_ICS_LABA_INH,rx_volume,125,,set to NULL; outside every treatment target-category window
DQ-002411,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1854852153|month=2025-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,133,,set to NULL; outside every treatment target-category window
DQ-002412,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1512844550|month=2025-01|ndc_category=METABOLIC_GLP1_INJ,rx_volume,146,,set to NULL; outside every treatment target-category window
DQ-002413,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1407902521|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,35,,set to NULL; outside every treatment target-category window
DQ-002414,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1448589550|month=2024-07|ndc_category=METABOLIC_GLP1_INJ,rx_volume,38,,set to NULL; outside every treatment target-category window
DQ-002415,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1666152792|month=2024-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,46,,set to NULL; outside every treatment target-category window
DQ-002416,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1028050239|month=2023-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,106,,set to NULL; outside every treatment target-category window
DQ-002417,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1902607450|month=2024-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,143,,set to NULL; outside every treatment target-category window
DQ-002418,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1993367014|month=2024-04|ndc_category=PULM_ICS_LABA_INH,rx_volume,211,,set to NULL; outside every treatment target-category window
DQ-002419,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1349076541|month=2025-06|ndc_category=METABOLIC_GLP1_INJ,rx_volume,19,,set to NULL; outside every treatment target-category window
DQ-002420,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1443551811|month=2023-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,117,,set to NULL; outside every treatment target-category window
DQ-002421,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1666152792|month=2023-02|ndc_category=METABOLIC_GLP1_INJ,rx_volume,48,,set to NULL; outside every treatment target-category window
DQ-002422,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1330156328|month=2024-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,28,,set to NULL; outside every treatment target-category window
DQ-002423,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1346135829|month=2025-07|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,836,,set to NULL; outside every treatment target-category window
DQ-002424,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1101142523|month=2025-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,39,,set to NULL; outside every treatment target-category window
DQ-002425,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1901417067|month=2025-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,149,,set to NULL; outside every treatment target-category window
DQ-002426,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1012264374|month=2022-12|ndc_category=CV_ANTICOAG_ORAL,rx_volume,236,,set to NULL; outside every treatment target-category window
DQ-002427,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1573445784|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,123,,set to NULL; outside every treatment target-category window
DQ-002428,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1246818524|month=2023-08|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,91,,set to NULL; outside every treatment target-category window
DQ-002429,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1028772501|month=2025-08|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,231,,set to NULL; outside every treatment target-category window
DQ-002430,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1240190284|month=2025-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,215,,set to NULL; outside every treatment target-category window
DQ-002431,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1742579091|month=2024-01|ndc_category=METABOLIC_GLP1_INJ,rx_volume,143,,set to NULL; outside every treatment target-category window
DQ-002432,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1038582841|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,81,,set to NULL; outside every treatment target-category window
DQ-002433,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1506592454|month=2023-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,89,,set to NULL; outside every treatment target-category window
DQ-002434,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1639269087|month=2023-01|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,206,,set to NULL; outside every treatment target-category window
DQ-002435,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1001056401|month=2024-01|ndc_category=ONC_TARGETED_ORAL,rx_volume,317,,set to NULL; outside every treatment target-category window
DQ-002436,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1275723975|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,86,,set to NULL; outside every treatment target-category window
DQ-002437,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1768225918|month=2022-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,109,,set to NULL; outside every treatment target-category window
DQ-002438,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1903121188|month=2025-10|ndc_category=PULM_ICS_LABA_INH,rx_volume,116,,set to NULL; outside every treatment target-category window
DQ-002439,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1299294599|month=2023-04|ndc_category=METABOLIC_GLP1_INJ,rx_volume,70,,set to NULL; outside every treatment target-category window
DQ-002440,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1094061177|month=2023-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,289,,set to NULL; outside every treatment target-category window
DQ-002441,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1166368237|month=2023-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,154,,set to NULL; outside every treatment target-category window
DQ-002442,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1955620046|month=2024-10|ndc_category=METABOLIC_GLP1_INJ,rx_volume,694,,set to NULL; outside every treatment target-category window
DQ-002443,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1397150222|month=2023-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,287,,set to NULL; outside every treatment target-category window
DQ-002444,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1156551297|month=2023-03|ndc_category=RHEUM_JAK_ORAL,rx_volume,91,,set to NULL; outside every treatment target-category window
DQ-002445,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1271463741|month=2023-10|ndc_category=METABOLIC_GLP1_INJ,rx_volume,123,,set to NULL; outside every treatment target-category window
DQ-002446,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1280087226|month=2025-05|ndc_category=CV_ANTICOAG_ORAL,rx_volume,703,,set to NULL; outside every treatment target-category window
DQ-002447,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1534502129|month=2025-01|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,139,,set to NULL; outside every treatment target-category window
DQ-002448,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1623506957|month=2025-05|ndc_category=CARD_HF_ARNI,rx_volume,76,,set to NULL; outside every treatment target-category window
DQ-002449,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1507069536|month=2025-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,31,,set to NULL; outside every treatment target-category window
DQ-002450,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1305714580|month=2025-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,573,,set to NULL; outside every treatment target-category window
DQ-002451,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1338304433|month=2024-10|ndc_category=CV_ANTICOAG_ORAL,rx_volume,180,,set to NULL; outside every treatment target-category window
DQ-002452,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1324237324|month=2024-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,75,,set to NULL; outside every treatment target-category window
DQ-002453,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1655727265|month=2023-08|ndc_category=CV_ANTICOAG_ORAL,rx_volume,175,,set to NULL; outside every treatment target-category window
DQ-002454,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1872102060|month=2024-06|ndc_category=CV_ANTICOAG_ORAL,rx_volume,54,,set to NULL; outside every treatment target-category window
DQ-002455,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1036718538|month=2024-03|ndc_category=METABOLIC_GLP1_INJ,rx_volume,79,,set to NULL; outside every treatment target-category window
DQ-002456,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1783823739|month=2024-03|ndc_category=CV_ANTICOAG_ORAL,rx_volume,438,,set to NULL; outside every treatment target-category window
DQ-002457,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1693072195|month=2025-09|ndc_category=ENDO_BASAL_INSULIN,rx_volume,342,,set to NULL; outside every treatment target-category window
DQ-002458,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1762971749|month=2024-12|ndc_category=METABOLIC_GLP1_INJ,rx_volume,110,,set to NULL; outside every treatment target-category window
DQ-002459,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1260690478|month=2024-05|ndc_category=RHEUM_JAK_ORAL,rx_volume,158,,set to NULL; outside every treatment target-category window
DQ-002460,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1898803444|month=2024-08|ndc_category=ENDO_BASAL_INSULIN,rx_volume,196,,set to NULL; outside every treatment target-category window
DQ-002461,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1987971524|month=2023-04|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,92,,set to NULL; outside every treatment target-category window
DQ-002462,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1795350721|month=2023-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,277,,set to NULL; outside every treatment target-category window
DQ-002463,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1013443506|month=2023-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,31,,set to NULL; outside every treatment target-category window
DQ-002464,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1710487228|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,80,,set to NULL; outside every treatment target-category window
DQ-002465,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1693072195|month=2025-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,498,,set to NULL; outside every treatment target-category window
DQ-002466,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1042285084|month=2023-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,296,,set to NULL; outside every treatment target-category window
DQ-002467,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1527981900|month=2023-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,73,,set to NULL; outside every treatment target-category window
DQ-002468,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1942292768|month=2025-07|ndc_category=ONC_TARGETED_ORAL,rx_volume,205,,set to NULL; outside every treatment target-category window
DQ-002469,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1955620046|month=2023-08|ndc_category=METABOLIC_GLP1_INJ,rx_volume,369,,set to NULL; outside every treatment target-category window
DQ-002470,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1268222167|month=2024-11|ndc_category=CV_ANTICOAG_ORAL,rx_volume,475,,set to NULL; outside every treatment target-category window
DQ-002471,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1519182780|month=2024-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,178,,set to NULL; outside every treatment target-category window
DQ-002472,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1221260676|month=2023-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,66,,set to NULL; outside every treatment target-category window
DQ-002473,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1223528765|month=2023-04|ndc_category=CV_ANTICOAG_ORAL,rx_volume,92,,set to NULL; outside every treatment target-category window
DQ-002474,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1848624494|month=2023-02|ndc_category=CV_ANTICOAG_ORAL,rx_volume,250,,set to NULL; outside every treatment target-category window
DQ-002475,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1645750203|month=2024-11|ndc_category=CARD_HF_ARNI,rx_volume,168,,set to NULL; outside every treatment target-category window
DQ-002476,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1828803407|month=2024-09|ndc_category=METABOLIC_GLP1_INJ,rx_volume,45,,set to NULL; outside every treatment target-category window
DQ-002477,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1821714619|month=2023-01|ndc_category=CV_ANTICOAG_ORAL,rx_volume,129,,set to NULL; outside every treatment target-category window
DQ-002478,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1601451010|month=2025-09|ndc_category=CV_ANTICOAG_ORAL,rx_volume,81,,set to NULL; outside every treatment target-category window
DQ-002479,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1976509970|month=2025-09|ndc_category=NEURO_MIGRAINE_CGRP,rx_volume,57,,set to NULL; outside every treatment target-category window
DQ-002480,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1377516020|month=2024-09|ndc_category=PC_ANTIHYPERTENSIVE,rx_volume,81,,set to NULL; outside every treatment target-category window
DQ-002481,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1566276774|month=2024-11|ndc_category=METABOLIC_GLP1_INJ,rx_volume,541,,set to NULL; outside every treatment target-category window
DQ-002482,rx_claims_monthly.csv,missing_rx_volume,hcp_id=1410724201|month=2023-07|ndc_category=CV_ANTICOAG_ORAL,rx_volume,171,,set to NULL; outside every treatment target-category window
